Transaction Date,Product Name,Quantity Sold,Revenue,Profit Margin,Store Location
2023-02-17,Chips,42,331.8,23.07,New York
2023-02-17,Bread,29,457.33,10.04,New York
2023-02-17,Milk,78,750.36,8.49,Los Angeles
2023-02-17,Bananas,10,61.1,7.05,Los Angeles
2023-02-17,Chicken,75,1059.75,12.16,Los Angeles
2023-02-17,Soda,81,1420.74,14.39,Los Angeles
2023-02-17,Chips,99,551.43,17.05,Los Angeles
2023-02-17,Bread,68,1323.96,16.46,Los Angeles
2023-02-17,Milk,19,176.51,20.51,Chicago
2023-02-17,Bananas,95,708.7,23.36,Chicago
2023-02-17,Chicken,15,276.6,6.47,Chicago
2023-02-17,Soda,62,1152.58,18.21,Chicago
2023-02-17,Chips,79,482.69,6.98,Chicago
2023-02-17,Bread,57,200.64,16.41,Chicago
2023-02-17,Milk,42,87.78,11.58,Houston
2023-02-17,Bananas,75,543.0,19.24,Houston
2023-02-17,Chicken,30,363.6,14.38,Houston
2023-02-17,Soda,81,369.36,6.34,Houston
2023-02-17,Chips,45,616.5,5.21,Houston
2023-02-17,Bread,60,736.2,12.78,Houston
2023-02-17,Milk,51,905.76,5.7,Phoenix
2023-02-17,Bananas,30,238.5,19.45,Phoenix
2023-02-17,Chicken,45,421.65,11.71,Phoenix
2023-02-17,Soda,64,269.44,23.41,Phoenix
2023-02-17,Chips,26,179.92,6.3,Phoenix
2023-02-17,Bread,11,45.65,16.2,Phoenix
2023-02-18,Milk,62,1179.86,15.58,New York
2023-02-18,Bananas,66,387.42,19.86,New York
2023-02-18,Chicken,61,647.82,11.6,New York
2023-02-18,Soda,71,844.9,6.46,New York
2023-02-18,Chips,24,350.88,18.46,New York
2023-02-18,Bread,17,327.25,16.87,New York
2023-02-18,Milk,43,477.73,14.29,Los Angeles
2023-02-18,Bananas,21,168.42,12.48,Los Angeles
2023-02-18,Chicken,57,335.73,10.73,Los Angeles
2023-02-18,Soda,92,653.2,11.64,Los Angeles
2023-02-18,Chips,47,516.53,10.16,Los Angeles
2023-02-18,Bread,84,615.72,15.36,Los Angeles
2023-02-18,Milk,44,416.68,12.9,Chicago
2023-02-18,Bananas,64,375.04,22.11,Chicago
2023-02-18,Chicken,38,242.82,24.63,Chicago
2023-02-18,Soda,77,970.2,13.18,Chicago
2023-02-18,Chips,28,405.16,17.08,Chicago
2023-02-18,Bread,95,1556.1,6.71,Chicago
2023-02-18,Milk,28,407.96,14.67,Houston
2023-02-18,Bananas,35,511.7,8.6,Houston
2023-02-18,Chicken,76,1110.36,9.45,Houston
2023-02-18,Soda,26,232.7,10.47,Houston
2023-02-18,Chips,95,399.0,20.1,Houston
2023-02-18,Bread,65,466.05,22.96,Houston
2023-02-18,Milk,12,110.88,14.29,Phoenix
2023-02-18,Bananas,18,235.8,15.03,Phoenix
2023-02-18,Chicken,91,862.68,22.57,Phoenix
2023-02-18,Soda,84,1551.48,21.59,Phoenix
2023-02-18,Chips,87,1239.75,20.03,Phoenix
2023-02-18,Bread,17,266.39,19.41,Phoenix
2023-02-19,Milk,72,941.76,17.65,New York
2023-02-19,Bananas,60,174.6,18.94,New York
2023-02-19,Chicken,93,1054.62,24.22,New York
2023-02-19,Soda,99,1378.08,22.25,New York
2023-02-19,Chips,28,428.12,21.89,New York
2023-02-19,Bread,98,883.96,20.78,New York
2023-02-19,Milk,18,277.2,15.4,Los Angeles
2023-02-19,Bananas,33,495.66,22.7,Los Angeles
2023-02-19,Chicken,26,190.32,23.63,Los Angeles
2023-02-19,Soda,47,120.79,22.29,Los Angeles
2023-02-19,Chips,70,1267.7,18.04,Los Angeles
2023-02-19,Bread,56,714.0,18.26,Los Angeles
2023-02-19,Milk,13,42.51,16.45,Chicago
2023-02-19,Bananas,94,443.68,15.85,Chicago
2023-02-19,Chicken,12,90.12,6.11,Chicago
2023-02-19,Soda,12,239.52,20.45,Chicago
2023-02-19,Chips,21,362.88,6.31,Chicago
2023-02-19,Bread,26,465.92,23.02,Chicago
2023-02-19,Milk,52,663.0,21.2,Houston
2023-02-19,Bananas,27,227.88,7.48,Houston
2023-02-19,Chicken,79,1429.11,14.08,Houston
2023-02-19,Soda,44,792.88,17.7,Houston
2023-02-19,Chips,99,1204.83,16.08,Houston
2023-02-19,Bread,37,631.59,24.13,Houston
2023-02-19,Milk,100,1223.0,11.59,Phoenix
2023-02-19,Bananas,69,647.91,8.77,Phoenix
2023-02-19,Chicken,22,104.94,8.0,Phoenix
2023-02-19,Soda,86,997.6,16.63,Phoenix
2023-02-19,Chips,90,718.2,21.21,Phoenix
2023-02-19,Bread,100,1226.0,8.99,Phoenix
2023-02-20,Milk,75,1477.5,22.34,New York
2023-02-20,Bananas,78,1503.84,23.3,New York
2023-02-20,Chicken,73,562.1,18.85,New York
2023-02-20,Soda,48,381.12,20.26,New York
2023-02-20,Chips,31,303.8,9.8,New York
2023-02-20,Bread,71,1380.24,5.4,New York
2023-02-20,Milk,53,429.83,10.23,Los Angeles
2023-02-20,Bananas,65,697.45,18.32,Los Angeles
2023-02-20,Chicken,52,940.68,18.35,Los Angeles
2023-02-20,Soda,95,1702.4,22.57,Los Angeles
2023-02-20,Chips,47,307.38,16.74,Los Angeles
2023-02-20,Bread,17,281.86,16.44,Los Angeles
2023-02-20,Milk,70,734.3,21.86,Chicago
2023-02-20,Bananas,75,203.25,10.87,Chicago
2023-02-20,Chicken,63,668.43,6.05,Chicago
2023-02-20,Soda,35,71.4,6.22,Chicago
2023-02-20,Chips,64,186.88,5.78,Chicago
2023-02-20,Bread,60,602.4,6.17,Chicago
2023-02-20,Milk,54,943.92,16.25,Houston
2023-02-20,Bananas,97,1660.64,5.4,Houston
2023-02-20,Chicken,34,594.32,8.35,Houston
2023-02-20,Soda,58,302.76,15.15,Houston
2023-02-20,Chips,38,659.3,11.43,Houston
2023-02-20,Bread,26,268.84,19.12,Houston
2023-02-20,Milk,57,855.57,9.7,Phoenix
2023-02-20,Bananas,60,597.0,18.16,Phoenix
2023-02-20,Chicken,79,355.5,5.4,Phoenix
2023-02-20,Soda,35,645.4,13.08,Phoenix
2023-02-20,Chips,18,80.1,7.8,Phoenix
2023-02-20,Bread,35,280.0,12.54,Phoenix
2023-02-21,Milk,84,1039.92,12.4,New York
2023-02-21,Bananas,42,634.62,7.25,New York
2023-02-21,Chicken,23,400.43,21.1,New York
2023-02-21,Soda,44,624.8,16.65,New York
2023-02-21,Chips,54,731.16,19.16,New York
2023-02-21,Bread,64,965.12,13.11,New York
2023-02-21,Milk,83,827.51,18.24,Los Angeles
2023-02-21,Bananas,67,1199.3,23.32,Los Angeles
2023-02-21,Chicken,27,359.64,24.58,Los Angeles
2023-02-21,Soda,75,1334.25,14.5,Los Angeles
2023-02-21,Chips,87,743.85,16.68,Los Angeles
2023-02-21,Bread,57,931.38,17.71,Los Angeles
2023-02-21,Milk,97,1491.86,19.6,Chicago
2023-02-21,Bananas,39,538.2,7.96,Chicago
2023-02-21,Chicken,84,370.44,7.55,Chicago
2023-02-21,Soda,68,226.44,22.97,Chicago
2023-02-21,Chips,30,260.1,12.09,Chicago
2023-02-21,Bread,87,1278.9,15.25,Chicago
2023-02-21,Milk,72,1216.8,7.53,Houston
2023-02-21,Bananas,73,1138.8,19.83,Houston
2023-02-21,Chicken,29,318.42,12.22,Houston
2023-02-21,Soda,25,286.0,13.29,Houston
2023-02-21,Chips,73,1359.26,15.91,Houston
2023-02-21,Bread,62,909.54,21.12,Houston
2023-02-21,Milk,24,52.32,19.75,Phoenix
2023-02-21,Bananas,19,309.7,11.43,Phoenix
2023-02-21,Chicken,45,208.35,18.01,Phoenix
2023-02-21,Soda,86,217.58,6.65,Phoenix
2023-02-21,Chips,21,297.99,18.66,Phoenix
2023-02-21,Bread,55,864.6,7.94,Phoenix
2023-02-22,Milk,32,335.68,20.21,New York
2023-02-22,Bananas,57,128.82,15.7,New York
2023-02-22,Chicken,80,753.6,12.0,New York
2023-02-22,Soda,63,711.9,21.16,New York
2023-02-22,Chips,61,157.38,21.12,New York
2023-02-22,Bread,90,1656.0,10.71,New York
2023-02-22,Milk,33,240.57,6.81,Los Angeles
2023-02-22,Bananas,52,490.36,5.24,Los Angeles
2023-02-22,Chicken,24,87.12,11.85,Los Angeles
2023-02-22,Soda,70,322.7,13.28,Los Angeles
2023-02-22,Chips,89,1276.26,14.55,Los Angeles
2023-02-22,Bread,70,192.5,6.2,Los Angeles
2023-02-22,Milk,46,591.56,5.41,Chicago
2023-02-22,Bananas,15,201.3,21.01,Chicago
2023-02-22,Chicken,59,614.19,12.15,Chicago
2023-02-22,Soda,22,124.52,18.93,Chicago
2023-02-22,Chips,41,572.77,9.64,Chicago
2023-02-22,Bread,86,1280.54,10.33,Chicago
2023-02-22,Milk,87,1607.76,15.87,Houston
2023-02-22,Bananas,75,213.75,7.86,Houston
2023-02-22,Chicken,60,144.6,11.63,Houston
2023-02-22,Soda,27,96.12,6.13,Houston
2023-02-22,Chips,37,411.81,15.17,Houston
2023-02-22,Bread,90,520.2,17.63,Houston
2023-02-22,Milk,83,196.71,8.32,Phoenix
2023-02-22,Bananas,15,201.6,14.12,Phoenix
2023-02-22,Chicken,88,1325.28,16.5,Phoenix
2023-02-22,Soda,78,223.86,15.93,Phoenix
2023-02-22,Chips,51,379.95,21.33,Phoenix
2023-02-22,Bread,97,537.38,13.39,Phoenix
2023-02-23,Milk,12,239.88,13.3,New York
2023-02-23,Bananas,10,193.3,11.59,New York
2023-02-23,Chicken,10,101.0,22.41,New York
2023-02-23,Soda,57,1040.25,19.9,New York
2023-02-23,Chips,88,1545.28,18.52,New York
2023-02-23,Bread,18,99.54,18.01,New York
2023-02-23,Milk,61,937.57,23.92,Los Angeles
2023-02-23,Bananas,23,283.82,20.97,Los Angeles
2023-02-23,Chicken,19,191.33,14.1,Los Angeles
2023-02-23,Soda,29,455.01,5.31,Los Angeles
2023-02-23,Chips,40,314.0,6.81,Los Angeles
2023-02-23,Bread,10,137.4,14.43,Los Angeles
2023-02-23,Milk,19,60.23,12.42,Chicago
2023-02-23,Bananas,87,883.92,18.55,Chicago
2023-02-23,Chicken,93,792.36,18.49,Chicago
2023-02-23,Soda,18,199.98,13.55,Chicago
2023-02-23,Chips,36,93.6,11.84,Chicago
2023-02-23,Bread,17,145.01,10.19,Chicago
2023-02-23,Milk,55,359.15,17.41,Houston
2023-02-23,Bananas,60,1135.8,7.84,Houston
2023-02-23,Chicken,51,211.65,17.89,Houston
2023-02-23,Soda,14,109.2,23.13,Houston
2023-02-23,Chips,58,229.1,21.94,Houston
2023-02-23,Bread,15,233.1,10.2,Houston
2023-02-23,Milk,53,1003.82,8.09,Phoenix
2023-02-23,Bananas,50,304.0,6.65,Phoenix
2023-02-23,Chicken,43,171.14,23.33,Phoenix
2023-02-23,Soda,24,211.92,14.66,Phoenix
2023-02-23,Chips,59,180.54,8.9,Phoenix
2023-02-23,Bread,74,1045.62,22.84,Phoenix
2023-02-24,Milk,25,60.5,23.71,New York
2023-02-24,Bananas,27,203.85,9.5,New York
2023-02-24,Chicken,81,828.63,12.62,New York
2023-02-24,Soda,51,516.63,13.36,New York
2023-02-24,Chips,69,166.29,16.66,New York
2023-02-24,Bread,43,264.02,20.63,New York
2023-02-24,Milk,50,951.0,16.72,Los Angeles
2023-02-24,Bananas,61,412.97,6.66,Los Angeles
2023-02-24,Chicken,40,526.4,6.94,Los Angeles
2023-02-24,Soda,97,652.81,10.81,Los Angeles
2023-02-24,Chips,35,270.55,17.72,Los Angeles
2023-02-24,Bread,11,26.62,16.03,Los Angeles
2023-02-24,Milk,85,306.85,11.37,Chicago
2023-02-24,Bananas,96,1896.0,6.74,Chicago
2023-02-24,Chicken,72,1159.2,11.15,Chicago
2023-02-24,Soda,45,314.1,9.99,Chicago
2023-02-24,Chips,83,967.78,8.6,Chicago
2023-02-24,Bread,65,1058.2,16.31,Chicago
2023-02-24,Milk,97,378.3,9.42,Houston
2023-02-24,Bananas,91,644.28,16.07,Houston
2023-02-24,Chicken,18,285.66,16.37,Houston
2023-02-24,Soda,80,1157.6,21.7,Houston
2023-02-24,Chips,19,227.05,20.47,Houston
2023-02-24,Bread,96,711.36,13.92,Houston
2023-02-24,Milk,93,776.55,15.15,Phoenix
2023-02-24,Bananas,55,391.6,15.76,Phoenix
2023-02-24,Chicken,20,237.6,9.19,Phoenix
2023-02-24,Soda,49,279.79,15.08,Phoenix
2023-02-24,Chips,49,743.82,24.3,Phoenix
2023-02-24,Bread,82,1284.12,8.72,Phoenix
2023-02-25,Milk,32,538.24,17.84,New York
2023-02-25,Bananas,76,776.72,6.82,New York
2023-02-25,Chicken,11,51.37,5.92,New York
2023-02-25,Soda,16,120.16,15.07,New York
2023-02-25,Chips,74,384.06,13.33,New York
2023-02-25,Bread,21,223.86,18.61,New York
2023-02-25,Milk,16,315.52,13.53,Los Angeles
2023-02-25,Bananas,72,629.28,6.2,Los Angeles
2023-02-25,Chicken,12,119.04,18.71,Los Angeles
2023-02-25,Soda,43,768.41,13.69,Los Angeles
2023-02-25,Chips,53,1013.89,17.3,Los Angeles
2023-02-25,Bread,98,1932.56,9.53,Los Angeles
2023-02-25,Milk,29,403.39,14.44,Chicago
2023-02-25,Bananas,45,228.6,19.51,Chicago
2023-02-25,Chicken,44,267.52,20.36,Chicago
2023-02-25,Soda,75,1374.0,14.77,Chicago
2023-02-25,Chips,69,988.08,21.29,Chicago
2023-02-25,Bread,67,615.06,9.92,Chicago
2023-02-25,Milk,47,897.7,12.28,Houston
2023-02-25,Bananas,11,111.65,17.24,Houston
2023-02-25,Chicken,84,1093.68,10.48,Houston
2023-02-25,Soda,32,586.56,13.6,Houston
2023-02-25,Chips,28,190.4,23.3,Houston
2023-02-25,Bread,63,1024.38,22.06,Houston
2023-02-25,Milk,31,477.09,10.26,Phoenix
2023-02-25,Bananas,83,1657.51,12.6,Phoenix
2023-02-25,Chicken,57,978.12,12.63,Phoenix
2023-02-25,Soda,90,1233.0,13.61,Phoenix
2023-02-25,Chips,99,433.62,6.86,Phoenix
2023-02-25,Bread,25,494.25,16.91,Phoenix
2023-02-26,Milk,48,581.28,7.99,New York
2023-02-26,Bananas,10,105.8,8.9,New York
2023-02-26,Chicken,24,190.8,11.41,New York
2023-02-26,Soda,20,131.0,6.2,New York
2023-02-26,Chips,30,217.2,5.65,New York
2023-02-26,Bread,35,109.9,15.1,New York
2023-02-26,Milk,58,302.76,11.89,Los Angeles
2023-02-26,Bananas,77,1114.19,24.06,Los Angeles
2023-02-26,Chicken,17,305.66,17.06,Los Angeles
2023-02-26,Soda,34,490.62,9.57,Los Angeles
2023-02-26,Chips,65,466.05,11.91,Los Angeles
2023-02-26,Bread,26,368.16,17.55,Los Angeles
2023-02-26,Milk,97,1826.51,14.51,Chicago
2023-02-26,Bananas,70,813.4,13.51,Chicago
2023-02-26,Chicken,24,278.16,16.35,Chicago
2023-02-26,Soda,38,148.58,8.76,Chicago
2023-02-26,Chips,32,606.08,5.94,Chicago
2023-02-26,Bread,80,1429.6,17.95,Chicago
2023-02-26,Milk,37,471.38,14.56,Houston
2023-02-26,Bananas,16,306.56,8.78,Houston
2023-02-26,Chicken,89,1658.07,14.11,Houston
2023-02-26,Soda,25,119.75,20.37,Houston
2023-02-26,Chips,17,176.63,20.41,Houston
2023-02-26,Bread,15,298.2,10.52,Houston
2023-02-26,Milk,94,689.02,11.36,Phoenix
2023-02-26,Bananas,77,1211.98,23.95,Phoenix
2023-02-26,Chicken,67,556.1,16.89,Phoenix
2023-02-26,Soda,73,1078.21,8.74,Phoenix
2023-02-26,Chips,65,196.3,23.93,Phoenix
2023-02-26,Bread,91,1820.0,21.22,Phoenix
2023-02-27,Milk,16,241.28,20.88,New York
2023-02-27,Bananas,49,839.86,20.54,New York
2023-02-27,Chicken,72,1334.16,24.93,New York
2023-02-27,Soda,52,261.56,11.37,New York
2023-02-27,Chips,72,360.72,9.83,New York
2023-02-27,Bread,42,120.54,9.27,New York
2023-02-27,Milk,19,160.55,12.0,Los Angeles
2023-02-27,Bananas,73,1077.48,23.83,Los Angeles
2023-02-27,Chicken,37,281.57,13.19,Los Angeles
2023-02-27,Soda,89,1293.17,16.32,Los Angeles
2023-02-27,Chips,64,876.8,16.11,Los Angeles
2023-02-27,Bread,90,1406.7,22.94,Los Angeles
2023-02-27,Milk,62,982.7,17.83,Chicago
2023-02-27,Bananas,10,94.2,8.47,Chicago
2023-02-27,Chicken,66,231.0,8.36,Chicago
2023-02-27,Soda,59,866.12,5.18,Chicago
2023-02-27,Chips,86,1301.18,9.94,Chicago
2023-02-27,Bread,14,64.82,7.86,Chicago
2023-02-27,Milk,90,1361.7,24.25,Houston
2023-02-27,Bananas,62,621.24,7.2,Houston
2023-02-27,Chicken,14,99.96,8.99,Houston
2023-02-27,Soda,46,667.46,19.87,Houston
2023-02-27,Chips,85,1558.9,11.66,Houston
2023-02-27,Bread,71,798.75,17.69,Houston
2023-02-27,Milk,24,305.04,10.78,Phoenix
2023-02-27,Bananas,18,169.56,23.0,Phoenix
2023-02-27,Chicken,33,186.45,24.1,Phoenix
2023-02-27,Soda,94,1791.64,21.47,Phoenix
2023-02-27,Chips,90,546.3,22.47,Phoenix
2023-02-27,Bread,75,219.0,24.49,Phoenix
2023-02-28,Milk,87,258.39,8.73,New York
2023-02-28,Bananas,81,1233.63,16.68,New York
2023-02-28,Chicken,51,235.62,20.84,New York
2023-02-28,Soda,89,1705.24,24.76,New York
2023-02-28,Chips,29,295.22,21.93,New York
2023-02-28,Bread,50,547.5,18.69,New York
2023-02-28,Milk,18,56.52,10.81,Los Angeles
2023-02-28,Bananas,82,638.78,23.21,Los Angeles
2023-02-28,Chicken,69,970.14,15.93,Los Angeles
2023-02-28,Soda,79,273.34,6.68,Los Angeles
2023-02-28,Chips,34,474.64,6.78,Los Angeles
2023-02-28,Bread,81,1102.41,17.85,Los Angeles
2023-02-28,Milk,99,479.16,9.41,Chicago
2023-02-28,Bananas,94,246.28,14.05,Chicago
2023-02-28,Chicken,37,210.9,16.38,Chicago
2023-02-28,Soda,30,511.5,11.91,Chicago
2023-02-28,Chips,72,947.52,9.0,Chicago
2023-02-28,Bread,90,1510.2,7.98,Chicago
2023-02-28,Milk,70,165.2,13.63,Houston
2023-02-28,Bananas,30,401.4,13.79,Houston
2023-02-28,Chicken,91,718.9,7.86,Houston
2023-02-28,Soda,19,356.44,5.41,Houston
2023-02-28,Chips,64,538.24,10.0,Houston
2023-02-28,Bread,87,1109.25,23.13,Houston
2023-02-28,Milk,52,747.76,5.24,Phoenix
2023-02-28,Bananas,31,489.8,11.32,Phoenix
2023-02-28,Chicken,96,1557.12,6.89,Phoenix
2023-02-28,Soda,81,1065.15,21.41,Phoenix
2023-02-28,Chips,41,496.51,14.19,Phoenix
2023-02-28,Bread,59,931.61,14.89,Phoenix
2023-03-01,Milk,40,214.0,12.29,New York
2023-03-01,Bananas,72,398.88,21.27,New York
2023-03-01,Chicken,54,664.2,19.93,New York
2023-03-01,Soda,43,620.06,23.12,New York
2023-03-01,Chips,31,190.34,21.89,New York
2023-03-01,Bread,80,302.4,11.13,New York
2023-03-01,Milk,55,755.15,17.88,Los Angeles
2023-03-01,Bananas,14,92.4,11.14,Los Angeles
2023-03-01,Chicken,77,1303.61,14.14,Los Angeles
2023-03-01,Soda,32,160.32,20.75,Los Angeles
2023-03-01,Chips,87,1166.67,19.72,Los Angeles
2023-03-01,Bread,82,616.64,18.12,Los Angeles
2023-03-01,Milk,22,137.94,19.53,Chicago
2023-03-01,Bananas,38,132.24,13.61,Chicago
2023-03-01,Chicken,57,661.2,24.58,Chicago
2023-03-01,Soda,84,1544.76,7.38,Chicago
2023-03-01,Chips,65,494.0,15.49,Chicago
2023-03-01,Bread,74,873.2,19.27,Chicago
2023-03-01,Milk,54,832.14,20.57,Houston
2023-03-01,Bananas,74,633.44,24.96,Houston
2023-03-01,Chicken,83,1164.49,15.82,Houston
2023-03-01,Soda,48,452.64,17.34,Houston
2023-03-01,Chips,67,1094.11,18.67,Houston
2023-03-01,Bread,43,713.8,15.91,Houston
2023-03-01,Milk,25,187.75,7.71,Phoenix
2023-03-01,Bananas,44,723.8,13.59,Phoenix
2023-03-01,Chicken,63,855.54,13.3,Phoenix
2023-03-01,Soda,92,188.6,21.95,Phoenix
2023-03-01,Chips,83,377.65,22.93,Phoenix
2023-03-01,Bread,17,262.65,13.16,Phoenix
2023-03-02,Milk,93,1181.1,18.42,New York
2023-03-02,Bananas,44,219.12,13.42,New York
2023-03-02,Chicken,21,209.37,17.65,New York
2023-03-02,Soda,22,417.78,8.15,New York
2023-03-02,Chips,26,118.04,7.18,New York
2023-03-02,Bread,86,1443.08,19.64,New York
2023-03-02,Milk,40,590.8,22.93,Los Angeles
2023-03-02,Bananas,68,1192.72,14.7,Los Angeles
2023-03-02,Chicken,42,822.36,24.85,Los Angeles
2023-03-02,Soda,93,1405.23,5.06,Los Angeles
2023-03-02,Chips,26,62.92,14.55,Los Angeles
2023-03-02,Bread,51,126.99,13.46,Los Angeles
2023-03-02,Milk,76,578.36,13.64,Chicago
2023-03-02,Bananas,42,774.06,12.73,Chicago
2023-03-02,Chicken,84,1100.4,19.9,Chicago
2023-03-02,Soda,28,263.2,23.28,Chicago
2023-03-02,Chips,81,1511.46,12.67,Chicago
2023-03-02,Bread,49,486.08,16.54,Chicago
2023-03-02,Milk,64,539.52,15.49,Houston
2023-03-02,Bananas,35,631.75,13.3,Houston
2023-03-02,Chicken,100,1780.0,22.94,Houston
2023-03-02,Soda,29,570.14,14.04,Houston
2023-03-02,Chips,17,319.6,13.32,Houston
2023-03-02,Bread,75,262.5,13.88,Houston
2023-03-02,Milk,72,542.16,14.01,Phoenix
2023-03-02,Bananas,68,215.56,13.39,Phoenix
2023-03-02,Chicken,98,1626.8,15.72,Phoenix
2023-03-02,Soda,72,390.24,22.11,Phoenix
2023-03-02,Chips,25,55.0,24.57,Phoenix
2023-03-02,Bread,80,1591.2,24.23,Phoenix
2023-03-03,Milk,24,109.44,10.71,New York
2023-03-03,Bananas,29,111.94,18.18,New York
2023-03-03,Chicken,38,367.08,13.84,New York
2023-03-03,Soda,26,309.66,13.26,New York
2023-03-03,Chips,30,317.1,7.27,New York
2023-03-03,Bread,84,752.64,9.2,New York
2023-03-03,Milk,69,1364.82,20.3,Los Angeles
2023-03-03,Bananas,12,186.84,5.11,Los Angeles
2023-03-03,Chicken,38,304.0,20.11,Los Angeles
2023-03-03,Soda,48,808.32,10.8,Los Angeles
2023-03-03,Chips,13,243.62,16.16,Los Angeles
2023-03-03,Bread,12,179.88,6.98,Los Angeles
2023-03-03,Milk,54,798.12,15.36,Chicago
2023-03-03,Bananas,94,467.18,22.45,Chicago
2023-03-03,Chicken,99,460.35,19.28,Chicago
2023-03-03,Soda,13,39.91,15.26,Chicago
2023-03-03,Chips,65,898.95,23.72,Chicago
2023-03-03,Bread,72,1228.32,23.28,Chicago
2023-03-03,Milk,90,251.1,22.71,Houston
2023-03-03,Bananas,67,739.68,19.97,Houston
2023-03-03,Chicken,72,454.32,22.5,Houston
2023-03-03,Soda,54,798.66,21.41,Houston
2023-03-03,Chips,91,1648.92,8.51,Houston
2023-03-03,Bread,91,944.58,12.29,Houston
2023-03-03,Milk,59,540.44,15.64,Phoenix
2023-03-03,Bananas,83,1191.88,22.28,Phoenix
2023-03-03,Chicken,35,165.2,21.72,Phoenix
2023-03-03,Soda,41,538.74,14.39,Phoenix
2023-03-03,Chips,51,996.54,21.37,Phoenix
2023-03-03,Bread,72,1221.84,8.18,Phoenix
2023-03-04,Milk,83,435.75,19.48,New York
2023-03-04,Bananas,40,464.8,15.85,New York
2023-03-04,Chicken,12,132.6,19.17,New York
2023-03-04,Soda,60,397.8,7.09,New York
2023-03-04,Chips,52,533.52,24.32,New York
2023-03-04,Bread,72,540.0,19.33,New York
2023-03-04,Milk,81,1274.13,13.25,Los Angeles
2023-03-04,Bananas,57,358.53,14.82,Los Angeles
2023-03-04,Chicken,97,643.11,15.82,Los Angeles
2023-03-04,Soda,34,148.24,9.17,Los Angeles
2023-03-04,Chips,35,663.25,6.04,Los Angeles
2023-03-04,Bread,83,1450.84,7.65,Los Angeles
2023-03-04,Milk,41,83.64,24.18,Chicago
2023-03-04,Bananas,64,238.08,16.21,Chicago
2023-03-04,Chicken,10,32.1,18.99,Chicago
2023-03-04,Soda,54,804.6,5.28,Chicago
2023-03-04,Chips,62,1055.86,17.21,Chicago
2023-03-04,Bread,74,522.44,13.27,Chicago
2023-03-04,Milk,15,153.75,5.05,Houston
2023-03-04,Bananas,51,483.99,12.8,Houston
2023-03-04,Chicken,21,343.56,10.75,Houston
2023-03-04,Soda,22,278.96,18.65,Houston
2023-03-04,Chips,33,654.06,23.57,Houston
2023-03-04,Bread,32,549.44,8.48,Houston
2023-03-04,Milk,55,861.3,9.83,Phoenix
2023-03-04,Bananas,90,1286.1,12.92,Phoenix
2023-03-04,Chicken,70,294.7,9.26,Phoenix
2023-03-04,Soda,72,254.16,18.3,Phoenix
2023-03-04,Chips,75,189.0,22.32,Phoenix
2023-03-04,Bread,61,182.39,6.84,Phoenix
2023-03-05,Milk,43,110.94,21.16,New York
2023-03-05,Bananas,49,673.75,20.44,New York
2023-03-05,Chicken,18,47.7,24.8,New York
2023-03-05,Soda,32,391.68,13.37,New York
2023-03-05,Chips,55,209.0,5.17,New York
2023-03-05,Bread,60,711.6,15.4,New York
2023-03-05,Milk,77,1035.65,19.76,Los Angeles
2023-03-05,Bananas,34,587.18,11.8,Los Angeles
2023-03-05,Chicken,16,90.24,21.62,Los Angeles
2023-03-05,Soda,48,837.6,17.63,Los Angeles
2023-03-05,Chips,100,1025.0,17.31,Los Angeles
2023-03-05,Bread,85,1164.5,21.02,Los Angeles
2023-03-05,Milk,25,426.5,21.53,Chicago
2023-03-05,Bananas,98,411.6,21.08,Chicago
2023-03-05,Chicken,28,493.08,23.29,Chicago
2023-03-05,Soda,91,1788.15,21.48,Chicago
2023-03-05,Chips,67,1046.54,21.49,Chicago
2023-03-05,Bread,85,350.2,16.63,Chicago
2023-03-05,Milk,46,529.46,19.85,Houston
2023-03-05,Bananas,55,740.3,15.99,Houston
2023-03-05,Chicken,21,288.12,13.69,Houston
2023-03-05,Soda,92,1346.88,13.77,Houston
2023-03-05,Chips,67,362.47,6.58,Houston
2023-03-05,Bread,79,787.63,24.28,Houston
2023-03-05,Milk,90,873.9,18.53,Phoenix
2023-03-05,Bananas,11,129.36,10.77,Phoenix
2023-03-05,Chicken,51,121.89,5.52,Phoenix
2023-03-05,Soda,70,688.8,18.43,Phoenix
2023-03-05,Chips,59,643.69,21.29,Phoenix
2023-03-05,Bread,100,654.0,18.09,Phoenix
2023-03-06,Milk,12,83.88,6.45,New York
2023-03-06,Bananas,12,116.04,23.05,New York
2023-03-06,Chicken,62,1239.38,23.97,New York
2023-03-06,Soda,66,571.56,13.49,New York
2023-03-06,Chips,50,342.0,10.46,New York
2023-03-06,Bread,64,211.84,15.74,New York
2023-03-06,Milk,92,367.08,5.57,Los Angeles
2023-03-06,Bananas,11,39.93,20.58,Los Angeles
2023-03-06,Chicken,40,274.8,16.4,Los Angeles
2023-03-06,Soda,15,257.85,11.36,Los Angeles
2023-03-06,Chips,12,67.56,24.36,Los Angeles
2023-03-06,Bread,24,443.76,7.15,Los Angeles
2023-03-06,Milk,53,584.59,7.25,Chicago
2023-03-06,Bananas,17,52.36,21.91,Chicago
2023-03-06,Chicken,37,362.6,14.46,Chicago
2023-03-06,Soda,38,637.26,14.48,Chicago
2023-03-06,Chips,63,659.61,23.09,Chicago
2023-03-06,Bread,62,193.44,11.29,Chicago
2023-03-06,Milk,44,553.08,9.05,Houston
2023-03-06,Bananas,39,148.2,20.03,Houston
